,movie,opening_date,publication_date,url,mpaa_rating,critics_pick,review,sentiment_score,genre
36,Mudbound,11/17/2017,11/16/2017,http://www.nytimes.com/2017/11/16/movies/mudbound-review-dee-rees.html,R,1,"“Mudbound” is a movie about how things change — slowly, unevenly, painfully. It is also, as the title suggests, about how things don’t change, about the stubborn forces of custom, prejudice and power that lock people in place and impede social progress. Set mainly in the Mississippi Delta in the years just after World War II, when Jim Crow was still enshrined in law and practice, the film, directed by Dee Rees, tests and complicates William Faulkner’s much-quoted claim about the not-even-pastness of the past. It’s a work of historical imagination that lands in the present with disquieting, illuminating force.
The particular corner of the past that Ms. Rees investigates is not entirely unfamiliar. The source of the screenplay for “Mudbound” (which the director wrote with Virgil Williams) is a novel by Hillary Jordan that counts Faulkner and Toni Morrison among its evident literary influences. On film, the racial history of the American South tends to be flattened into reassuring morality tales in which black lives matter less than white consciences. Ms. Jordan’s book occasionally wanders in the direction of this kind of soothing, redemptive storytelling — the white characters are split a bit too neatly into the righteous and the wicked, their black counterparts confined to salt-of-the-earth nobility — but the movie resists this tendency. Its people, members of two families knotted together by fate, hate and economics, are complicated. The wounds are raw.
What you notice first of all, though, is the land those people inhabit, a sometimes dusty, sometimes swampy area of broad fields and dirt roads that seems indifferent to human concerns. The cinematographer, Rachel Morrison, brings the soil, the flora and the weather to life in a way that emphasizes the archaic, elemental power of the story. Its modern implications are supplied by a cast of subtle actors and by Ms. Rees’s knack for psychological nuance, an attentiveness to quiet moments and unstated emotions that animates her earlier films, the independent coming-of-age drama “Pariah” and the HBO biopic “Bessie.”
“Mudbound” provides her a larger canvas and a sprawling, crowded plot. Relying on multiple narrators to tell a tale (as Ms. Jordan does) is a common enough novelistic technique, but movies sometimes sag under the weight of even a single voice-over. The half-dozen voices who reflect on the meaning of the onscreen action might have been distracting or confusing, but instead, remarkably enough, they provide an almost musical structure and a feeling of moral gravity. What happens is a communal tragedy, but one that is experienced differently by everyone involved.
The Jacksons are African-American tenant farmers who have managed, through years of toil, to arrive at a measure of stability and the guarded hope that something better might be possible in the future. The land they work is purchased by Henry McAllan (Jason Clarke), whose agriculture and business skills fall short of his ambitions. He and his wife, Laura (Carey Mulligan), come to rely on Hap and Florence Jackson (Rob Morgan and Mary J. Blige). Henry’s feckless younger brother, Jamie (Garrett Hedlund), befriends the Jacksons’ oldest son, Ronsel (Jason Mitchell). Both Ronsel and Jamie are combat veterans, and their natural camaraderie breaks the rules of racial separation, particularly infuriating Jamie and Henry’s father, a hateful old cur they call Pappy (Jonathan Banks).
Pappy’s snarling, slur-spewing villainy verges on caricature, but “Mudbound” does not pretend that his is the only, or even the most insidious, face of white supremacy. Nor does the film locate the poison of racism principally in the attitudes and feelings of the dominant race. What Hap and Florence are up against as they try to provide for their children and hold onto their dignity is a system of organized expropriation — a heritage of plunder (to borrow a term from the writer Ta-Nehisi Coates) designed to keep them poor, precarious and dependent. Their labor provides an insurance policy for Henry’s bad luck and incompetence. Their successes will be punished so his failures can be mitigated and his entitlement upheld. What’s theirs is his.
The more sympathetic members of the McAllan clan — Laura, a bookish, musical, cultivated woman dragged into the mud by the blunt force of her husband’s will, and Jamie, a dissolute, poetic soul of the kind Tennessee Williams would have recognized — are in some ways more dangerous to the Jacksons. Ronsel has seen enough of the world and tasted enough freedom to find the strictures of home intolerable. His insistence on behaving like a citizen already puts him at risk: After both world wars, black veterans were frequent targets of white violence. But Jamie, in his blithe disregard for local norms, is protected in a way Ronsel is not, and his refusal to grasp that asymmetry has terrible consequences.
I won’t spell those out. “Mudbound” begins with the digging of a grave and then jumps backward in time to move slowly toward the shadow of at least one death. Along the way, quite a lot happens — a bit too much, perhaps. There are subplots that might have been excised and twists that are a little too contorted. But Ms. Rees also knows that plot is not everything, and she uses Ms. Jordan’s busy narrative as a trellis rather than an engine. What happens is less important, finally, than who it is happening to.
What stays with you are everyday moments — the wordless communication between Hap and Florence, the aimless soldiers’ talk between Jamie and Ronsel, Laura’s lonely patience, Henry’s simmering insecurity — and the graceful performances that bring them to life. The way those instances of ordinary human tenderness and decency stand out is proof of the film’s achievement, which is to lay bare a world in which cruelty is normal and injustice seems as implacable as the weather.",0.928520163,Drama
37,Mully,10/27/2017,10/26/2017,http://www.nytimes.com/2017/10/26/movies/mully-review.html,,0,"“Mully” isn’t much in the way of cinema. But its courageous subject makes this documentary’s shortcomings easier to overlook.
Charles Mully was born in Kenya and abandoned by his family at 6; he later stole and begged on the streets. Through the generosity of strangers, hard work and some prayer, he not only found a job but became wealthy by running several companies, including a bus service and oil and gas ventures.
To the surprise of his wife and eight children, Mr. Mully one day decided to give up business and devote his resources to Nairobi’s orphans. He turned his residence into a shelter, moving in dozens of homeless Kenyans (while sending some of his own children away to boarding schools). Later he built an orphanage that has housed and fed thousands; a farm there is dedicated to environmentally friendly agriculture.
Scott Haze, the director, is eager to inspire. Interviews show Mr. Mully to be resolute, and his family kindhearted. Yet the film’s tone sometimes turns repetitive. In one short section, a few orphans tell of their lives before meeting Mr. Mully. Their brutal recollections are essential to hear, but Mr. Haze hurriedly retreats from those and other harsh topics. Just as vexing, redundant voice-overs describe what is being shown; while Mr. Mully speaks of events, scripted scenes re-enact them.
“Mully” nods toward its subject’s religious faith but refrains from preachiness. Mr. Mully’s actions speak for themselves, and his robust personality makes him a pleasure to listen to. If the film doesn’t always dig deeply into this man’s life, we still see the results of his efforts. Those are enough to admire.",0.682122999,Documentary
38,Murder on the Orient Express,11/10/2017,11/8/2017,http://www.nytimes.com/2017/11/08/movies/murder-on-the-orient-express-review-kenneth-branagh.html,PG-13,0,"In my boyhood I read Agatha Christie’s 1934 mystery novel “Murder on the Orient Express,” a copy of which was handed down to me by my mother, a mystery enthusiast. In my early teens I saw the then-grand movie adaptation, an all-star cast affair directed by Sidney Lumet and featuring Albert Finney as the finicky Belgian detective Hercule Poirot. Christie’s novel derives much of its notoriety from the solution to its mystery. It’s very novel; whether it’s ingenious or just ostentatious is still debated by mystery lovers. But even more than 40 years after Mr. Lumet’s film I had presumed that the ending was so well-known that there would be little point in a remake. And yet, as the poet Gerard Manley Hopkins said in a different context, generations have trod, have trod, have trod, and there are plenty of millennials who haven’t read the book.
Mr. Finney’s embodiment of Poirot in the Lumet picture was a marathon of sorts, with the actor testing how many of the beloved character’s irritating yet endearing quirks could be pushed to the limits of coherence. In this latest version, Kenneth Branagh, who also directs (from a script by Michael Green), gives us a Poirot who’s fussy but not too fussy, and rather crisp in his English-language diction. Most radically, this is a Poirot with heart. This interpretation is a dumb idea, but Mr. Branagh, an actor of prodigious skills, can at least pull this one half off. It’s not the only dumb idea in this film, which nevertheless bounces along in a way that’s sometimes almost entertaining.
Mr. Branagh shot the film in the 65-millimeter format, which offers a particular kind of “big movie” resolution. People tend to think that big-gauge celluloid is best for big-vista movies, such as “Lawrence of Arabia,” but Mr. Branagh’s picture is set almost entirely on a train. It is a very opulent train, and the cinematography by Haris Zambarloukos gets all its ornate detail. It also gets the detail of the mostly C.G.I. special effects and settings, and here the marriage of digital and analog is awkward. In further pursuit of 65-millimeter shots, Mr. Branagh opens up the story regularly, however. He has the train stall on a cliff-side rail, supported by elaborate scaffolding on which he stages a foot chase. He has Poirot deliver his final summation of the case in a train tunnel.
As in Mr. Lumet’s adaptation, the supporting cast here is full of stars. Michelle Pfeiffer, Judi Dench, Willem Dafoe, Penélope Cruz, Derek Jacobi, and newer faces like Daisy Ridley and Leslie Odom Jr., fill out the roster of subjects. Johnny Depp, who is known to make some eccentric choices in crafting his characters, does not (necessarily) disappoint in the role of the murder victim, Edward Ratchett. Imbuing that unsavory character with the dopiest of gangster mannerisms, Mr. Depp may remind you of Matt LeBlanc’s “Friends” character, Joey Tribbiani. It’s as if Joey, that lovable bad actor, is trying to make the most of his first big break in the movies.",0.908902282,Crime
39,My Friend Dahmer,11/3/2017,11/2/2017,http://www.nytimes.com/2017/11/02/movies/review-my-friend-dahmer-the-boy-who-became-a-cannibal.html,R,0,"No matter how much of a social outcast you are in high school, there’s always this one kid who’s even worse off. I recall a guy who, on the one hand, had facial hair before anybody else in his class and, on the other, wore a slide rule attached to his belt. I wonder what happened to him.
In “My Friend Dahmer,” written and directed by Marc Meyers and adapted from a graphic novel memoir by Derf Backderf, that one kid is, yes, Jeffrey Dahmer, who shortly after completing his studies at an Ohio high school began his career as a sex offender, serial killer and cannibal. In this account, the teenage Dahmer is a withdrawn fellow who dissolves roadkill in acid in a shed behind his house and indulges in attention-getting classroom antics. For these he is adopted, in a sense, by three other nerds. Their mischief-making alternates with sometimes grisly scenes in which Dahmer contends with emerging obsessions. When a disturbed schoolmate cuts open his palm and drinks the blood, the others disperse, but Dahmer stands staring, transfixed.
This film is sensitively wrought. It’s credible in its evocation of mid-’70s suburbia. The acting is excellent throughout, and Ross Lynch in the role of Dahmer elicits genuine sympathy for an increasingly lost but not yet monstrous soul. But in abandoning the subjective perspective of the graphic novel, “My Friend Dahmer” feels a little lacking in purpose.",0.961615568,Biography
40,Never Here,10/20/2017,10/19/2017,http://www.nytimes.com/2017/10/19/movies/never-here-review.html,R,0,"More experimental art project than fully-formed movie, “Never Here” might snag some attention for providing Sam Shepard with his final, all-too-brief screen role. Otherwise, this narrative feature debut from Camille Thoman is mostly a frustrating jumble of surreal puzzle pieces that audiences will likely be uninterested in solving.
Not that a solution even seems possible. Apparently aiming for an open-ended psychological thriller, Ms. Thoman focuses so fiercely on atmosphere that her narrative isn’t just opaque, it’s a confounding collision of signifiers and symbols. At their center is Miranda (Mireille Enos), an unraveling New York City artist whose work involves invading the privacy of strangers.
“You did a bad thing,” her latest victim complains when she builds an exhibit from information purloined from his cellphone. Bad things are something of a habit: When her married lover (Mr. Shepard) sees a violent assault on the street beneath her window, she tells the police — echoing the plot of Curtis Hanson’s 1987 thriller, “The Bedroom Window” — that she was the witness. Stalking a man she recognizes from a police lineup (Goran Visnjic), her behavior grows increasingly paranoid and unhinged. Is she preparing a new art installation, or is someone trying to kill her?
If only we cared. Ms. Enos is a credibly fraying voyeur, all anxious looks and nervous starts, but “Never Here” is too emotionally antiseptic to engage. That leaves all the heavy lifting to Sebastian Wintero’s moody, nocturnal cinematography, perfectly paired with James Lavino’s dissonant original score. As Miranda prowls the indigo city streets, bathed in ominous whispers and sharp jabs of neon, you might momentarily forget that the movie around her is a tiny bit bananas.",0.331832672,Mystery
41,No Dress Code Required,11/3/2017,11/2/2017,http://www.nytimes.com/2017/11/02/movies/no-dress-code-required-review.html,,0,"A county clerk in Kentucky made headlines in the United States in 2015 when she defied a landmark Supreme Court ruling and refused to issue marriage licenses to same-sex couples. But that was old news in Mexico, where months earlier a similar showdown had played out.
After almost two years, two gay men were finally issued the marriage license they were legally entitled to in Mexicali, the capital of the northern Mexico state of Baja California. “No Dress Code Required” documents the obstacles that couple, Victor Manuel Aguirre Espinoza and Victor Fernando Urias Amparo, who goes by Fernando, confronted to reach their goal — and the public support that saw to it they would.
As early as 2010, Mexico’s highest court upheld same-sex marriages, yet local compliance varied widely. Citing religious grounds, the Mexicali mayor and Baja California governor made no secret of their opposition. In the film, Victor and Fernando are repeatedly rebuffed; municipal officials challenge their birth certificates, and investigate a claim they are mentally ill. Three wedding dates are scheduled, then postponed. At one, authorities say a bomb threat is closing City Hall.
Publicly, the men remain amused; privately, they grow increasingly politicized. Asked if he knew what he was getting into, Victor says, “I didn’t understand. I had to change my attitude so people would respect me.” As they become a media cause célèbre, though, the bureaucrats eventually relent.
Cristina Herrera Borquez’s film limits its point of view to Victor and Fernando’s, and doesn’t delve into the opposition or examine the backstage maneuverings. When, as a public demonstration grows, the men are suddenly asked into the mayor’s office, no cameras follow. But they get their license, and “No Dress Code Required” chronicles the grudging advance of cultural change.",0.700581472,Documentary
42,One of Us,10/20/2017,10/19/2017,http://www.nytimes.com/2017/10/19/movies/one-of-us-review.html,,0,"A thread emerges early in “One of Us,” a documentary about three Hasidic Jews who have left that community, and it’s that leaving doesn’t only mean severing a spiritual connection; the toll is complete. “Nobody leaves unless they’re willing to pay the price,” says Chani Getter of Footsteps, a support group for former ultra-Orthodox Jews as well as those considering straying from the fold.
In the film, directed by Heidi Ewing and Rachel Grady (“Jesus Camp,” “Detropia”), the three have left for different reasons. One, a teenager, Ari, left as his thirst for knowledge came into conflict with religious restrictions. “Wikipedia,” he says, “was a gift from God.” He attends a Christian gathering simply out of curiosity. He also says he has been abused in his past.
Another of the three, Luzer, initially seems like the cutup of the bunch, an aspiring actor who lives part-time in Los Angeles and says he had forged his impression of the outside world from furtive movie viewings. We learn later that leaving meant effectively walking away from his family and children.
But the most wrenching journey is that of Etty, in her early 30s, who seeks a divorce from a husband who, a title card says, was removed by the police from their home for alleged abuse. (At the start of the film, we hear audio from a 911 call that Etty placed after he was escorted out.) The movie makes the case that the Hasidic community has effectively exploited legal loopholes and financial muscle to win custody battles. Ms. Grady and Ms. Ewing don’t show Etty’s face until a powerful moment midway through the film.
As a documentary, “One of Us” is a small act of portraiture, but each portrait captures the pain of having a life upended.",0.819423534,Documentary
43,Only the Brave,10/20/2017,10/19/2017,http://www.nytimes.com/2017/10/19/movies/only-the-brave-review-josh-brolin.html,PG-13,1,"Given what Northern California has endured recently with wildfires, perhaps it’s high time to honor those risking life and limb to contain such conflagrations. If only Joseph Kosinski’s action-drama “Only the Brave” — based on the exploits of the real-life Granite Mountain Hotshots, a troop of elite firefighters near Prescott, Ariz. — had a less generic title and fewer formulaic beats. But under its slick, schematic surface, this tale of aspiration and redemption at least offers moments of genuine feeling.
This is a movie about Southwestern working-class men who drink beer, carry heavy tools, train in quasi-military fashion, banter in a weight room, attend a group family picnic and drive pickup trucks to a soundtrack loaded with AC/DC and ZZ Top. The women in their lives raise children (or train horses) when they’re not scolding their men about neglecting family or the risks of their profession. Amid the familiar milieu, however, there are subtle, inventive touches.
The more aspirational narrative concerns Eric Marsh (Josh Brolin, whose craggy face has never better blended with a parched setting). Marsh is determined to whip the Hotshots into an efficient unit, despite challenges from his forthright wife (a vivid Jennifer Connelly, whose impassioned arguments with Mr. Brolin’s character have their own kind of spark). Marsh, a bespectacled Buddhist in recovery from substance abuse, is a fascinating variation on your typical taciturn hero. (As his avuncular mentor, a veteran fire chief, Jeff Bridges embodies a more conventional template.)
The redemption concerns a feckless pothead (Miles Teller) whose pregnant girlfriend has left him because of his indigence and dissolution. He must win her back and prove himself a responsible, loving father. The Hotshots help, though he must contend with a ne’er-do-well (Taylor Kitsch) with his own immaturity issues.
Mr. Kosinski — and the screenwriters, Ken Nolan (“Black Hawk Down”) and Eric Warren Singer — let the characters grow in complexity before they face their greatest trial. Wisely, they do not overly sentimentalize the conclusion. This may not be a story of triumph, but it’s inspiring nevertheless.",0.99540881,Biography
44,Professor Marston and the Wonder Women,10/13/2017,10/12/2017,http://www.nytimes.com/2017/10/12/movies/professor-marston-and-the-wonder-woman-review.html,R,1,"Suffering Sappho, Batman, you’re such a square! That’s especially true when you consider the real origin of Wonder Woman, the warrior with the indestructible bracelets and slightly kinky magic lasso who burst into comics in 1941. As it happens, there was more kink to her story than suggested by that golden lasso, which she uses to force her captives to tell the truth and looks like something from a bondage emporium. “On Paradise Island where we play many binding games,” she says in an early comic while roping another woman, “this is considered the safest method of tying a girl’s arms!”
There are some exceedingly delectable questions posed in “Professor Marston and the Wonder Women,” and a few frisky binding games on tap too. A sly and thoroughly charming Trojan horse of a movie, “Professor Marston” tells the story of the man who created Wonder Woman and the women who inspired him, both in and out of bed. The movie gleams and has all the smooth surfaces and persuasive detail of a typical period picture — the fedoras, the rides, the Katharine Hepburn trousers. All that luster, which too often in movies suggests polite manners and drowsily safe entertainment, proves to be a seductive, glossy way into something more satisfyingly complicated.
If nothing else, “Professor Marston” is another reminder that once upon a time people had sexual appetites and relationships as complex as those of today (or of 18th-century France), something else the movies don’t always like to admit. Occasionally, grandpa might have even visited a dusty, mysterious shop with sexy specialty items in front and something naughtier in back. Dr. William Moulton Marston (a winning Luke Evans) finds out just how special those items could be when he pops into a store where a man calling himself the G-string King (J.J. Feild) opens up a world of consensual power play and pleasure.
At that point, life has already become interesting for Marston. The writer-director Angela Robinson lays out just how, well, knotty it all is with wit, sympathy and economy. Spanning decades, the story takes flight in 1928 with Marston teaching young lovelies at Radcliffe. “Are you normal?” he asks of a beaming, receptive audience that serves as an amusing stand-in for the viewer. Marston has answers to that and other questions, along with a theory he calls DISC — for dominance, inducement, submission and compliance — which sounds terribly complex and slightly ridiculous. (“D, I, S and C,” the real Marston wrote, “represent nodal points in the integrative emotion series.”)
Ms. Robinson borrows Marston’s theory, using it as a clever if somewhat schematic framing device as she spins her story. There are moments of domination, psychological as well as physical. There are also interludes of inducement, submission and compliance mixed in with a sweet, soft-focus romance that initially involves Marston and his wife, a frustrated academic, Elizabeth Holloway Marston (Rebecca Hall, tart, brisk, essential), and soon includes a third, Olive Byrne (a very good Bella Heathcote). A student, Olive cracks open the Marstons’ marriage, but instead of destroying it helps it grow into a shared, liberating adventure that settles into something cozily domestic.
The story of the world’s most famous female superhero, her creators and inspirers, has been told elsewhere, including in Jill Lepore’s book “The Secret History of Wonder Woman.” Ms. Robinson draws on archival sources for her telling and takes some liberties with the historical record, shuffling events around to dovetail with the polymorphous possibilities she’s most interested in. The movie recurrently returns to the 1940s with Marston being grilled by a comic-book skeptic (Connie Britton) about his creation, scenes that fill in some details but also interrupt the fluid narrative flow. These sequences read as a stand-in for the 1950s anti-comic-book crusade of Dr. Fredric Wertham, who condemned Wonder Woman as a “cruel, ‘phallic’ woman.”
Dr. Wertham saw cruelty in the Wonder Woman world, but Ms. Robinson sees deep, enduring love in its back story as well as freedom, including from rigid gender roles. Her version of the idealistic professor and his two wonder women, and the complex geometry that defined their relationship, may be a touch fuzzier than the actual story. Certainly the real Marston didn’t have Mr. Evans’s sleek matinee-idol looks. But it’s a pleasurable fantasy, as well as a gentle, appealingly Utopian vision of a world in which men and women can slip from their traditional binds into new, excitingly freeing configurations. Those might be surprising, perhaps even a bit tight around the wrists but, as Ms. Robinson suggests, there are so many possibilities when you’re given room to play.
The real Marston was delightfully unbound. In 1937, Ms. Lepore writes in her book, he held a news conference to announce the coming Amazonian rule. The Washington Post ran with the story: “Neglected Amazons to Rule Men in 1,000 Yrs., Says Psychologist.” The Los Angeles Times went with the punchier “Feminine Rule Declared Fact.” “The next 100 years will see the beginning of an American matriarchy,” Mr. Marston said (2037 here we come!). And “in 1,000 years women will definitely rule this country.” Believing women superior, he thought they had twice “the ability for love” as men, which would allow them to conquer the world. It’s a delicious idea although clearly we could use many more lassos.",0.99833079,Drama
45,Song of Granite,11/15/2017,11/14/2017,http://www.nytimes.com/2017/11/14/movies/song-of-granite-review.html,,0,"“When you’re focused on it, when you’re in the emotion of the song, you won’t hear or see anything else around you,” says Joe Heaney, played at that point by Micheal O Chonfhaola, in “Song of Granite,” an impressionistic portrait of the Irish folk singer. Mr. Heaney was recognized as a master of sean nos (old style) music, a traditional Gaelic variety of a cappella.
He was also an enigmatic figure, according to the film’s director Pat Collins, and “Song of Granite” seems to mirror what the character says about singing. As long as it does right by the music — of which there is plenty — everything else can be a fog.
Shot in black-and-white, the movie tries to shake off the biopic doldrums, employing a fragmented structure that emphasizes isolated moments instead of a narrative arc. It also includes snippets of the actual Mr. Heaney talking or in performance. But Mr. Collins doesn’t shed light on what makes his subject tick, and the arty shards never cohere.
Mr. Collins has cast real singers. Mr. Heaney is played as a boy by the poised Colm Seoighe, then as a haunted, noirish figure by Mr. O Chonfhaola. The character actor Macdara O Fatharta plays him as an older man. The first movement, observing the young Mr. Heaney as he absorbs Irish folk culture in County Galway, is the best and most accessible, before Mr. Heaney goes into moody exile in Britain and New York.
Offering scant commentary on the music, “Song of Granite” will appeal more to enthusiasts than to newcomers.",0.949969392,Biography
46,Suburbicon,10/27/2017,10/26/2017,http://www.nytimes.com/2017/10/26/movies/suburbicon-review-george-clooney-matt-damon-julianne-moore.html,R,0,"“Suburbicon,” a jaundiced, hard-sell comedy, wants you to know that the American dream was always a crock. This may not be news, even in the movie industry, which loves white-picket fences in principle but remains a gated community in fact. Still, every so often a filmmaker restates the case for the prosecution. The latest complainant is George Clooney, who in directing “Suburbicon” has turned back the clock to the 1950s for a story about the good old American days of prosperity and prejudice, of race hate and white people who are always just one clenched fist away from becoming a mob.
The title refers to the ticky-tacky Potemkin suburb where it all goes down. You know the place: It’s as American as apple pie and quiet desperation. It’s the post-World War II wasteland with the identical homes, lawns and faces that has been grist for critique and caricature, novels and movies, ever since suburbs were invented. In “Little Boxes,” a 1960s lament about conformity, Pete Seeger warbles about that sprawling wasteland, where all the “boys go into business and marry and raise a family.” That these little boxes look a lot like coffins gives his song the tenor of a dirge, one that “Suburbicon” delivers anew with cruel laughter, violent enthusiasm and acres of dark-wood paneling.
Matt Damon plays Gardner Lodge, some kind of executive who has his own office and secretary at work and a wife, Rose (Julianne Moore), and son, Nicky (a good, appealing Noah Jupe), at home. It all looks neat and tidy, especially Suburbicon, a planned community dotted with houses as square as Gardner’s sack suits and yards that look as if they’d been landscaped using a compass and protractor. There are a few midcentury modern flourishes, but the sheer, overriding, bland whiteness underscores that this entire world has been drawn along the antiseptic lines of a period sitcom like “Father Knows Best” rather than a riposte like “Mad Men.”
The story opens just as the Mayerses, Suburbicon’s first black family, move into the area, an event the neighborhood treats as a collective home invasion. Women whisper and stare, men sputter and rage, and soon all their white faces have gone red. Before long, unneighborly clusters begin gathering around the family’s home, edging around the perimeter and transforming it into a kind of stage. And then the fences go up, and the clusters develop into a pack. The whispers morph into jeers, and the progressively, dangerously impatient crowd howls for the show to begin. Any resemblance to the audience watching “Suburbicon” is as intentional as it is obvious.
Mr. Clooney, who wrote the movie with Grant Heslov — reworking a script by Ethan and Joel Coen — has embraced symmetry as his guiding principle. Everything looks picture perfect in Suburbicon, and the story is so ordered that at first the movie seems to be a tale of two families, twinned peoples whose only sons dress alike and play catch in yards that face each other as if mirrored images. That there aren’t any movie stars in the Mayers family, though, is an early sign that all isn’t quite as balanced as it seems. Karimah Westbrook has a few good moments as Mrs. Mayers, but Leith Burke, as Mr. Mayers, barely says a word. Tony Espinosa has more to do as the couple’s son, Andy.
Still, the families are further aligned when, shortly after the Mayerses move in, two thugs invade the Lodge home. Except instead of simply robbing the family, they kill someone, violence that shifts the story’s focus to the Lodges. It’s a lurching turn as well as a missed opportunity. The story of the Mayers family is grounded in the history that clearly appeals to Mr. Clooney — it’s based on events that took place in Levittown, Pa., in 1957 — but what happens to the Lodges plays like one of the Coens’ signature Looney Tunes as written by James M. Cain. By the time Oscar Isaac swoops in with a fedora and a wolfish grin, the movie has become a bludgeoning pastiche.
Mr. Clooney gets some things right in “Suburbicon,” including visually and with his two appealing child actors, who together give the movie a heartbeat. As the story grows grimmer and pulpier, he plays with different registers of realism, deepens the shadows and narrows his focus, using tight close-ups and all the wood paneling to box the characters in. But he skimps on the adult characters’ inner lives, and, once the narrative weight shifts to the Lodges, he never finds the tone that balances the movie’s sincerity with its nihilism. One problem is that Mr. Clooney seems to believe in happy endings, however hard-earned, while the Coens — whose presence hovers throughout — are the kind of pessimists who laugh in the dark. The tones and worldviews don’t jibe.
The greater, graver flaw, though, the one that empties “Suburbicon” out and turns it into a mannerist exercise, is that the movie reproduces the inequality it’s ostensibly outraged by. This has less to do with star power and everything to do with emphasis and interest. It’s clear even from her few scenes, including a showdown with a racist, that Ms. Westbrook could have made Mrs. Mayers a force if given the chance. Yet despite the parallel editing, despite the scenes of the mob plaguing the Mayerses — and the images of a black mother, father and son who are sometimes seen but say so little — their terror isn’t about them. It’s about how bad it makes white people look.",0.318876747,Crime
47,Te Ata,10/13/2017,10/12/2017,http://www.nytimes.com/2017/10/12/movies/te-ata-review.html,PG,0,"Born in 1895, the Chickasaw performer Te Ata came of age at a time when the United States prohibited public displays of Native American culture. Yet despite laws dictating that her indigenous performances remain private, Te Ata eventually acted and danced on Broadway and for President Franklin D. Roosevelt’s White House. She became an advocate, through her own artistic excellence, for the inherent dignity that the federal government denied American Indians — fittingly, her stage name means “bearer of the morning.” Te Ata’s life story is now the subject of Nathan Frankowski’s film “Te Ata,” which goes for the sweep of an epic despite a tight budget.
As depicted, Te Ata, who died in 1995 at the age of 99, grew up as Mary Frances Thompson in the Indian Territory that later became Oklahoma. She devoted her life to relaying the Chickasaw legends she had learned in childhood, in addition to the stories that were shared with her by the diverse American Indian audiences she met on tour.
Produced by Chickasaw Nation Productions, “Te Ata” valorizes this little-known hero, introducing elements of myth like a wandering white wolf to mark Te Ata’s life as its own Chickasaw legend. The film sprawls from the Oklahoma plains to old New York, murkily conveying the passage of time and her rising social status. But the movie’s driving force is its mythic performance scenes, which are choreographed, sung and acted with clear, balletic conviction by the film’s star, Q’orianka Kilcher, who collaborated with Chickasaw researchers and advisers. In the film’s most compelling parallel, just as Te Ata grew to be a voice for American Indians who lacked representation, Ms. Kilcher offers her star power on behalf of the Chickasaw.",0.790348122,Drama
48,Thank You for Your Service,10/27/2017,10/26/2017,http://www.nytimes.com/2017/10/26/movies/thank-you-for-your-service-review-miles-teller.html,R,0,"The most relevant movie precursor to “Thank You for Your Service,” an earnest and powerful drama about Iraq veterans returning to Kansas, is not “The Hurt Locker,” or the well-meaning but toothless coming-home dramas released during the Bush years (“Stop-Loss,” “The Lucky Ones”), or even “American Sniper,” written by Jason Hall, who wrote the screenplay for this film, his feature directing debut.
It’s “Of Men and War,” a 2015 documentary shot at the Pathway Home in Yountville, Calif., a center designed to reacclimate veterans to civilian life — and also where one of the characters in “Thank You for Your Service” winds up. “Of Men and War” demanded that viewers witness the psychic scars of fighting, measuring them as part of war’s cost along with the dead and more visibly wounded.
Mr. Hall, working in a more sentimental, multiplex-friendly mode, makes the same point here. The movie is partly adapted from the well-received 2013 book by The Washington Post’s David Finkel, who followed survivors of a battalion he had chronicled in an earlier book. Working freehandedly, Mr. Hall contrives motivations and friendships for dramatic effect. (One of the main three returning soldiers in the movie, played by Joe Cole, who arrives in Kansas only to learn that his fiancée has left him, has been added to the mix.)
The central protagonist is Adam Schumann (Miles Teller, convincingly tough), who still instinctively scans American roadsides for bombs just as he did in Iraq. He has missed crucial time with his wife (Haley Bennett, whose character and performance go beyond sympathetic-wife clichés) and young children. He is haunted by two incidents for which he feels responsible: his imperfect rescue of a comrade shot in the head, seen in a prologue, and another death, revealed only gradually, that left his wife’s friend Amanda Doster (Amy Schumer, in a successfully counterintuitive bit of casting) a widow.
The other principal character is Tausolo Aeiti (Beulah Koale, a newcomer), who suffers from crippling memory loss that hampers daily functioning. As with Adam, part of Tausolo’s trouble is admitting his problems to himself. The movie argues that the military stifles such breakthroughs on two fronts: first with a culture that encourages stoicism, second with a failure to provide prompt medical care for veterans.
Striving for the elusive goal of political neutrality, Mr. Hall has made a less jingoistic film than “American Sniper” (in the combat sequences, villainous Iraqis have been replaced with faceless ones). Instead, “Thank You for Your Service” is a macho weepie, whose message — that wars are permanent for those who fight in them — has broad appeal.
That Iraq seems unlikely to produce another “The Best Years of Our Lives” has as much to do with changes in Hollywood craft as with the divisiveness of the war. If, like its characters, “Thank You for Your Service” sometimes struggles to balance staying strong with wearing its heart on its sleeve, it makes an emotional plea in a direct, effective way.",0.944277086,Biography
